 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-22-23-127734-58ba0cddc6de-1
trials-all-1  | [arm-1] [INFO] [1698542564.995752276] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.002288875] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.015177085] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.019190839] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542565.025725439] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542565.029530206] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.026993362] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.030698135] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.034322913] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542565.049665973] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542565.050192941] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.058866409] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542565.068551816] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.072141596] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.076131352] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542565.091442414] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.095359174] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.099111944] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542565.096678093] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542565.100030888] [coordinator]: The time of execution of above program is:6.27551531791687
trials-all-1  | [coordinator-2] [INFO] [1698542565.103341685] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542565.119862673] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.127367214] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.132804880] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.141479349] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.145223120] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542565.147072007] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542565.150722783] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.154498552] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.154466554] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.161196141] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.166742802] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542565.170880548] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542565.182571832] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.191680274] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.195579036] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.199454798] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542565.192521223] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542565.196340989] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.206225383] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.214737862] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542565.217961665] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542565.226451145] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.234869629] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.238743392] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.238170427] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542565.250772655] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.254442430] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542565.254553423] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542565.260344069] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542565.264147836] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542565.264391821] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.284659579] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.288741329] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.297796775] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.301683537] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.307513179] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.311401941] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.313259827] [coordinator]: The time of execution of above program is:6.443063974380493
trials-all-1  | [coordinator-2] [INFO] [1698542565.318840486] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542565.320376392] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.323256215] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542565.333985558] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.337334353] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.342677026] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.347416735] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542565.351295498] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.357265132] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.365715615] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.369716369] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.378127854] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.381944620] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.390140118] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.394935825] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.401464425] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.405267192] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.413784670] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.417814423] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.424770997] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.428071795] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542565.431741570] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542565.433823443] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.437872195] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542565.438411162] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.446835646] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.451272374] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542565.453503237] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542565.463789607] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542565.469805239] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.473874990] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542565.473888989] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542565.479106669] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542565.479984615] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.483760384] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.492199867] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.496242620] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542565.500697347] [coordinator]: The time of execution of above program is:6.659161806106567
trials-all-1  | [arm-1] [INFO] [1698542565.502668226] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542565.506249007] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542565.506553988] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.513526561] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.517519316] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.524228905] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542565.529586577] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.533822318] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.539429974] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.543431729] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542565.547040508] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.554102076] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.557977838] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.564026468] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542565.564316450] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542565.568142216] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.582618329] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542565.582898312] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.586562087] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542565.588070995] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542565.590446850] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.594563597] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.603686039] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542565.609200701] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542565.611773543] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542565.613132460] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.617264207] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542565.621169968] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.625144724] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.631191354] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.635651081] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542565.637554964] [coordinator]: The time of execution of above program is:6.796171426773071
trials-all-1  | [coordinator-2] [INFO] [1698542565.641857701] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542565.642195680] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.645821458] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.645995447] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542565.654280940] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.657763726] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.661724484] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.671472887] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.675833620] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542565.679460397] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.684480090] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.690690710] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.694623469] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.709359566] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.713334323] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542565.718454009] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542565.723920674] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.727053482] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.734229043] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542565.738852760] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542565.743311486] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.754263816] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.764982159] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542565.775577510] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542565.782274100] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542565.789350667] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542565.793686401] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542565.794701339] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542565.801716909] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.807939528] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.811909285] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.812660239] [coordinator]: The time of execution of above program is:6.973555564880371
trials-all-1  | [coordinator-2] [INFO] [1698542565.818144903] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542565.822032665] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.827733316] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542565.833341972] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542565.842019441] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542565.845717214] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.843222367] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.847005135] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.856703541] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.860110332] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542565.868818799] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.870340706] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.875934363] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.894266240] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542565.898466983] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542565.904276627] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542565.909186326] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.915194958] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.919088720] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.928268158] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542565.928924118] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542565.935727701] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542565.946253056] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542565.949993827] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542565.947027009] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542565.960434188] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542565.964152960] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542565.964155960] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542565.967844734] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542565.977849121] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542565.983685763] [coordinator]: The time of execution of above program is:7.1429502964019775
trials-all-1  | [coordinator-2] [INFO] [1698542565.987368538] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542565.988882445] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542565.995871017] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542565.999168815] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.003215567] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.025602198] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.005066454] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.013310950] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.016670744] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.030541896] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542566.034478655] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.040433291] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.043866081] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542566.052850532] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542566.057069274] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542566.058402192] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542566.063115904] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542566.063507880] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.067801617] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.082504718] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.086778457] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.085585530] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542566.091890144] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.100895593] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542566.104246389] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.108977099] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542566.111421950] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.118438521] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.134314550] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.139605226] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.153051404] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.155630246] [coordinator]: The time of execution of above program is:7.28790020942688
trials-all-1  | [arm-1] [INFO] [1698542566.162718813] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.163142787] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542566.170045365] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.180144747] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542566.186493359] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542566.193894906] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.195484809] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.200884479] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.200884479] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.218582396] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.220630271] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.229602722] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.239496117] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542566.241585990] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542566.248324577] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.259083919] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.263008679] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542566.259267908] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542566.263028678] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542566.271989130] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.272942072] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542566.281370557] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542566.281389555] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.287927156] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542566.292445879] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.296958603] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542566.310141797] [coordinator]: The time of execution of above program is:7.467009544372559
trials-all-1  | [coordinator-2] [INFO] [1698542566.314147552] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542566.311482715] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.315027498] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.325503858] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.334203326] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.338155084] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542566.349157411] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.359050806] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.367041317] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.374768845] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542566.381561429] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.378312628] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.382055399] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.393425704] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.397354464] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542566.395183596] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542566.398793376] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542566.412454540] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542566.412764521] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.416158314] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.425821723] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542566.427279633] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.431219393] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.445211537] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.449116298] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.461788523] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.465599290] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542566.479823420] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542566.486016041] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542566.481054345] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.485085098] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.488425894] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.490260782] [coordinator]: The time of execution of above program is:7.6649510860443115
trials-all-1  | [arm-1] [INFO] [1698542566.505878827] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.506362797] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542566.511686472] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542566.522467812] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.527753489] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.531330270] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542566.536969925] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542566.546093367] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.553665904] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542566.557932643] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542566.569986906] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.560081512] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.564220259] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.567902034] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542566.583838059] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542566.585288970] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.588627766] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.600077066] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542566.608687539] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.612741292] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.616257077] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.613070271] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542566.616613055] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542566.628338338] [coordinator]: The time of execution of above program is:7.795365333557129
