 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [robot-6] [INFO] [1698529244.249559281] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.258756557] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.262570671] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.258867560] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.262604672] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.268359845] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529244.270089896] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.274210020] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.285851369] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529244.305554960] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529244.320502408] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529244.328431646] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529244.333609801] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529244.334460827] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.345051144] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529244.351405335] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.352610371] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529244.360951621] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529244.366368784] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529244.368029834] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.378260140] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529244.381289231] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529244.390041494] [coordinator]: The time of execution of above program is:7.418686151504517
trials-all-1  | [arm-1] [INFO] [1698529244.391926550] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.399917790] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529244.404782936] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529244.408066034] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529244.407914030] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.411386134] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.420001392] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.427771625] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.431743744] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.440954020] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.452905379] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.461101625] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.464841737] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529244.462451665] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529244.466459785] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529244.470501907] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529244.475101044] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.478749154] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.495712663] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529244.499349772] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529244.502260859] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529244.506059973] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529244.508923059] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.522182456] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.526032572] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529244.526205577] [coordinator]: The time of execution of above program is:7.543359756469727
trials-all-1  | [coordinator-2] [INFO] [1698529244.529801685] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529244.533571798] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529244.534307820] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.538210937] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.545640160] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.551224327] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.555471455] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.563894707] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.578211137] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.581889247] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529244.585914368] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.589868486] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.578346141] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698529244.602681870] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529244.605259948] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.615520256] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529244.616316279] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529244.623940508] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.627717621] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529244.631031721] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529244.641562036] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529244.641757042] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.653185385] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.661620638] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529244.667124803] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529244.677690120] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.681366230] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529244.692995579] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.697491714] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529244.697021700] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529244.706238976] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.711140123] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.724065511] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529244.726876595] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529244.730714710] [coordinator]: The time of execution of above program is:7.7642786502838135
trials-all-1  | [coordinator-2] [INFO] [1698529244.735150843] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529244.739023959] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529244.735484853] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529244.739384970] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.743177084] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.746496183] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.750469302] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.754317418] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698529244.769097861] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529244.777033099] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.779340168] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.783239285] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.800554804] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.807087000] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529244.815878264] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529244.816156272] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.833484792] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529244.841971046] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529244.845263145] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529244.848083230] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.853054379] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.864728729] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.868627846] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529244.871086920] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529244.879150161] [coordinator]: The time of execution of above program is:7.9086339473724365
trials-all-1  | [coordinator-2] [INFO] [1698529244.882935275] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529244.880681207] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.884337317] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.901916844] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529244.909853082] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529244.917962325] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529244.921218423] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.925143541] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.932048748] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529244.935936864] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529244.939730978] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529244.941036017] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529244.944689127] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529244.953223383] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529244.957995526] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529244.960268594] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529244.970041887] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529244.970554903] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529244.973942004] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529244.977443109] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529244.989090458] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529244.995210642] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.007930023] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529245.013666195] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.020281392] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.022038445] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529245.029419665] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529245.033378783] [coordinator]: The time of execution of above program is:8.06681752204895
trials-all-1  | [arm-1] [INFO] [1698529245.031722734] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.035541848] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.038900948] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.052117343] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529245.053437382] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529245.064117701] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529245.065419740] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.069226854] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.076762079] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.080040177] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.084516310] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.093091566] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.096811677] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.093254571] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.099854768] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.108144016] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.113049162] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.122512445] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.134393800] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.138431920] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.141966026] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529245.140797991] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529245.156939473] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.161766617] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529245.168572820] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529245.172569940] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529245.169258841] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.173113956] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.188864426] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.192519535] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.199134733] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529245.206436951] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.211081090] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.214003177] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529245.221988415] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529245.225972534] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.229955653] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.238693914] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.250415264] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529245.250469266] [coordinator]: The time of execution of above program is:8.259373426437378
trials-all-1  | [robot-6] [INFO] [1698529245.256641450] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.261977610] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.270789873] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529245.274561985] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529245.271495894] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.278081091] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.281979207] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.281971207] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.286111330] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.292222513] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529245.304284873] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.315486208] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.323285440] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529245.332971730] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529245.337826875] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.341580987] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529245.337952878] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529245.341827994] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529245.353497343] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529245.358954506] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.362901623] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529245.362064598] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529245.372130899] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.381709185] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.389937431] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529245.393899549] [coordinator]: The time of execution of above program is:8.427295207977295
trials-all-1  | [coordinator-2] [INFO] [1698529245.397775665] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529245.401633780] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529245.391666482] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.395206588] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.404270859] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.411477074] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.413642139] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.417975268] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.440710947] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.446617123] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529245.453971343] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529245.455377385] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529245.458324473] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529245.467071734] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529245.471084854] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.474805965] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.474567958] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529245.484770263] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529245.488502374] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529245.485308279] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.488899386] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.501477762] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529245.508055958] [coordinator]: The time of execution of above program is:8.525739192962646
trials-all-1  | [robot-6] [INFO] [1698529245.511606064] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.529869609] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529245.533742725] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529245.530452627] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.534978762] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.542550988] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.548070153] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.551726262] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.548055152] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.551729262] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.574639946] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.578467061] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529245.578311056] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529245.586797309] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529245.589045377] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.593665515] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.599474688] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529245.602091766] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529245.611382044] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529245.603356804] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529245.621167336] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529245.629235577] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.634693740] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.648652157] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529245.650432210] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.653478301] [coordinator]: The time of execution of above program is:8.686005115509033
trials-all-1  | [arm-1] [INFO] [1698529245.655257354] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.660980525] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.665820669] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.674073916] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529245.680824117] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698529245.680824117] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.694604529] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.700592708] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529245.701331730] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529245.710994018] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.714814132] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.711054020] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.714915135] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.725299445] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.736327775] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529245.740290893] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698529245.741619933] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.751059215] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.754684323] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529245.762954570] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529245.768540737] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529245.768795744] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.776878986] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529245.785618247] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.789293356] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.780214085] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529245.782870165] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529245.786735280] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529245.790732399] [coordinator]: The time of execution of above program is:8.824067115783691
trials-all-1  | [arm-1] [INFO] [1698529245.803356776] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.807121889] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.810508990] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529245.820381285] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529245.826136457] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529245.837909808] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529245.837967810] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.851721221] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.862036529] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.869768759] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.871993826] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.882520140] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.886202250] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529245.882965154] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529245.887156279] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529245.891293402] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529245.903608770] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.907652891] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.907723893] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529245.920373271] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529245.920464273] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529245.925765432] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529245.929585546] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529245.941515902] [coordinator]: The time of execution of above program is:8.96311640739441
trials-all-1  | [coordinator-2] [INFO] [1698529245.945458020] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529245.948981125] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529245.943515962] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529245.947140070] [arm]: Action result: False
