 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [arm-1] [INFO] [1698533687.050831519] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.054313421] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.063026176] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.067135060] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533687.081387658] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.085277548] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.082476627] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.091204381] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.095363264] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533687.095397263] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533687.103902024] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533687.116243676] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.119786576] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.123392474] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.143999893] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.149735732] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.153983612] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.167012245] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.170807138] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.183615777] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.187378671] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533687.189339615] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533687.193928486] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.197707380] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533687.204978175] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533687.214173915] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.217971808] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533687.220734731] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533687.226069580] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533687.236507286] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.241060158] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.246807996] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.250628888] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533687.247304982] [coordinator]: The time of execution of above program is:6.867714166641235
trials-all-1  | [coordinator-2] [INFO] [1698533687.255109762] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533687.260728603] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533687.271769292] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.280274052] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533687.291585734] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533687.296495595] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533687.300614479] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.306247320] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.310206209] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533687.308684252] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533687.312708138] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.317607000] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533687.318749968] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533687.322320867] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.334392527] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533687.340342359] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533687.346456187] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533687.349368105] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533687.350877062] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.367521593] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533687.368083577] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533687.373677420] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.378138294] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.387442032] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533687.390897934] [coordinator]: The time of execution of above program is:7.0102150440216064
trials-all-1  | [arm-1] [INFO] [1698533687.396107788] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.401262642] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.406378498] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533687.412923314] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533687.413656293] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533687.417660180] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533687.419567126] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.429347851] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.437969608] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.441833499] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.438871582] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.442664475] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.449233290] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698533687.462465917] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533687.464956847] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533687.467342780] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.474093590] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.478102477] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533687.487436213] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533687.494090026] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.497871919] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.505777697] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.509693586] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.498205910] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698533687.509284598] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533687.523905186] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533687.526596110] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533687.531872961] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533687.542743655] [coordinator]: The time of execution of above program is:7.168211460113525
trials-all-1  | [coordinator-2] [INFO] [1698533687.549942452] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533687.544092617] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.548052505] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.551561406] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.554984310] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.566622982] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533687.571736837] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533687.579703613] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.597598109] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.601364002] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.604793906] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.602526970] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.606467859] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.617061560] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.626682289] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [arm-1] [INFO] [1698533687.619753484] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533687.629617206] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533687.632424127] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533687.644318792] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533687.649877635] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533687.660089347] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.666143177] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.670181063] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533687.682016729] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.685720625] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533687.682772708] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533687.687146585] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533687.692906422] [coordinator]: The time of execution of above program is:7.328726053237915
trials-all-1  | [robot-6] [INFO] [1698533687.695352353] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.703583121] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533687.711050911] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533687.717680724] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533687.712471871] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.716161767] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.719740666] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.725564502] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.730316368] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533687.736562192] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.743503996] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.746696906] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.751685766] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533687.761489489] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533687.765328381] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533687.762696455] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.771171216] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.784283847] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533687.786744777] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533687.800849380] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533687.805954236] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.812823042] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533687.815335972] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533687.817155920] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.830111555] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533687.842634202] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533687.847026078] [coordinator]: The time of execution of above program is:7.4842915534973145
trials-all-1  | [coordinator-2] [INFO] [1698533687.850822971] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533687.844092161] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.848091048] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.851500952] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533687.856133822] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533687.857604780] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.862737636] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.884429024] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.888121920] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.891840815] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.895501712] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.886276972] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533687.890145863] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.895258719] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533687.905522430] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.912716227] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.924941882] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.931118708] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.934898602] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533687.929949741] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533687.933269648] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533687.937043541] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533687.942484388] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533687.950029175] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533687.953759070] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533687.958018950] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533687.972723536] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533687.972836532] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533687.980109327] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533687.985651171] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533687.991283012] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533687.993071962] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533687.997247844] [coordinator]: The time of execution of above program is:7.634707450866699
trials-all-1  | [coordinator-2] [INFO] [1698533688.000904741] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533687.997810828] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.001419727] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.010475472] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.024153086] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.032075863] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.035793758] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.039470655] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.054743225] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.058541118] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.042084581] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.045795477] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.049216380] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.060982049] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533688.073816688] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533688.079578525] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533688.078818547] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.093712127] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.093805125] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.097833011] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.107263746] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533688.113620566] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533688.138348870] [coordinator]: The time of execution of above program is:7.755252122879028
trials-all-1  | [coordinator-2] [INFO] [1698533688.142071765] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533688.114548540] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.133026020] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.136894911] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.140349814] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533688.120979359] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.124808251] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.147350616] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.162979176] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.170577962] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.174287858] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.164865123] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533688.178927727] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.185935530] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.186513513] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.190510401] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698533688.203551034] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533688.209679861] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.212243789] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.224760436] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.227378362] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533688.233778182] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.237295083] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.244243887] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.245596849] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.259366462] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533688.262559372] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.277825942] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.281575836] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.281118849] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533688.285637722] [coordinator]: The time of execution of above program is:7.922687292098999
trials-all-1  | [coordinator-2] [INFO] [1698533688.289669608] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533688.287273676] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.291035570] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.308379081] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.309015063] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.319589765] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.325607596] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.332181411] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.338237240] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.343773084] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.348637947] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.347302985] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533688.351052879] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.354273788] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533688.360224621] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533688.362550555] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.373156257] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.387783845] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.398315548] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.404208382] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.405671341] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533688.410872194] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533688.411764169] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533688.419664947] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.423545837] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.435908489] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.435935488] [coordinator]: The time of execution of above program is:8.053117752075195
trials-all-1  | [coordinator-2] [INFO] [1698533688.440917348] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533688.444748240] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.450592076] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.454273972] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.453960981] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.467069612] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.473594428] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.479769254] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.491031937] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.496172792] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.500324675] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.502014627] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.505917517] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.514229283] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.520097118] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533688.520159116] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.525792958] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.537295634] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.543109470] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.549172299] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.552770198] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.550323267] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533688.554043162] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533688.560503980] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.565912828] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.575609555] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.589183172] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.593030064] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.596757959] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.600025867] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.591917095] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533688.595777986] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533688.599431884] [coordinator]: The time of execution of above program is:8.237475395202637
trials-all-1  | [coordinator-2] [INFO] [1698533688.617760367] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533688.618590344] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533688.623784198] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.627320098] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.637057824] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.648252509] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.652709383] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.656331281] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.658326225] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.670569880] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.674746762] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.673871787] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533688.682807535] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.686859421] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533688.683369519] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533688.687201411] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533688.704014938] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.709030797] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.710964742] [coordinator]: Receiving sync message: error,door_closed,Room3
