 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [robot-6] [INFO] [1698538345.057549650] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.062657588] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.072405469] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.076739417] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.094220204] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.098763149] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.107486043] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.117002927] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538345.121734870] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538345.128725785] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538345.134361717] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538345.134056720] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.140905637] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.146410570] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.161392388] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538345.161433388] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.172600252] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.180923151] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538345.187069076] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538345.197051955] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.201455901] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538345.208382817] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538345.215958725] [coordinator]: The time of execution of above program is:6.59280252456665
trials-all-1  | [arm-1] [INFO] [1698538345.208550815] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.216411719] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.225443610] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.232384525] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538345.240328429] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538345.244233381] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538345.242754399] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.247148346] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.265106128] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.269741071] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.268803083] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.272964032] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.286071873] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.296792743] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538345.307520612] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538345.314546527] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538345.314683525] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.331522321] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538345.334054290] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538345.342167191] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.347085131] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.356080022] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538345.368191875] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.374717796] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538345.377891757] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538345.380569725] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538345.385963659] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.398667505] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.403452446] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538345.403452446] [coordinator]: The time of execution of above program is:6.765071630477905
trials-all-1  | [coordinator-2] [INFO] [1698538345.411573348] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538345.422827211] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.429188134] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.430645116] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538345.437651031] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.449126891] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.460995747] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.465279695] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.473389597] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.478272537] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.485455450] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.484823458] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.488948407] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.496640314] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538345.507576181] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538345.515077090] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538345.518081053] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.534060859] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538345.536340832] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538345.542820753] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.546863704] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.548683682] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538345.553675621] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.559116555] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538345.571800401] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.575262359] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.583303261] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.587354212] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.591230165] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.587258213] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538345.591346163] [coordinator]: The time of execution of above program is:6.971682071685791
trials-all-1  | [coordinator-2] [INFO] [1698538345.597873084] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538345.602809024] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538345.603969010] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.617171849] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.624085765] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.633607650] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.639212581] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.648111473] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.652295422] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.655727381] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.662250301] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698538345.675595139] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538345.675636139] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538345.680657078] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.682808052] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.688138987] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538345.698989855] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538345.702163816] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.709698725] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.709642726] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538345.718398619] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.722306572] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.719557605] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538345.730831468] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538345.734287426] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.749632240] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538345.753038198] [coordinator]: The time of execution of above program is:7.115387439727783
trials-all-1  | [coordinator-2] [INFO] [1698538345.758197136] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538345.760136112] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.768051016] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.774757934] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.776890908] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538345.786293794] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.792414720] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.795042688] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538345.805559560] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.809571511] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538345.814427452] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.817771412] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.821537366] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538345.826441306] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538345.832004239] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538345.835321198] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.844102092] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538345.846998056] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538345.849910021] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.853810974] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538345.870006777] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538345.870967765] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.874748719] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.878660672] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.881464638] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538345.887576563] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538345.900883402] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538345.904918353] [coordinator]: The time of execution of above program is:7.272209405899048
trials-all-1  | [coordinator-2] [INFO] [1698538345.908306311] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538345.911682270] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538345.906986327] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.910648283] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.923658125] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538345.937484957] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538345.944492872] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.948113828] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538345.954789746] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538345.958947696] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.927409079] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.944575871] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.948312825] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538345.974753504] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538345.978602457] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538345.982341412] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.011176061] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.017258987] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.020981942] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.033702788] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.037595740] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.049063601] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.056331513] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.065231405] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.073866300] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.086926141] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.095408038] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.103067945] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.110812851] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.121260724] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.125287676] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538346.132803584] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538346.144957437] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.148885389] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538346.146307420] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538346.150335371] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538346.161188240] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.165644186] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538346.175454066] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538346.179910012] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538346.181041999] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.191545871] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.201332752] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.206115694] [coordinator]: The time of execution of above program is:7.564298868179321
trials-all-1  | [coordinator-2] [INFO] [1698538346.210317643] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538346.210833637] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.215544580] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.223644481] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.231694383] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538346.232952368] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538346.241969259] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538346.250689153] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.254411108] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538346.262934004] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538346.268926931] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.264080990] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.268322939] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.272998882] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.287390707] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.294148625] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.298440573] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538346.296614595] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538346.314855374] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.317977336] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.322834277] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538346.323221272] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538346.333798144] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538346.334721132] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.338747083] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.347677975] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538346.347873973] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538346.352224920] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.370818694] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538346.375043643] [coordinator]: The time of execution of above program is:7.755253553390503
trials-all-1  | [arm-1] [INFO] [1698538346.377376614] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.378585600] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538346.382080557] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538346.387355493] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.391539442] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.390308457] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538346.394845402] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538346.411219203] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.416698137] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.423169058] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.427223009] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.438352874] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.454456678] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.472253462] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.478403387] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.486191293] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.496945162] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538346.500352121] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538346.504326073] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538346.508195026] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538346.517253916] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.522187856] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.526211807] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.524935822] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538346.530130759] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.536053687] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.539841641] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.536154686] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538346.539841641] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538346.561118383] [coordinator]: The time of execution of above program is:7.924108505249023
trials-all-1  | [arm-1] [INFO] [1698538346.563732351] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.565916325] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538346.569692279] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538346.573345235] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538346.577392185] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538346.581338137] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.582602122] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.585436088] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.594112982] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538346.601677890] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538346.609289798] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538346.612975753] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.617081703] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.626025595] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538346.634469492] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538346.643151387] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538346.648572321] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538346.651274288] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538346.653399262] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538346.655299239] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538346.663757137] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.671357044] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.676410983] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.685268875] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.685606871] [coordinator]: The time of execution of above program is:8.039643287658691
trials-all-1  | [coordinator-2] [INFO] [1698538346.690091817] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538346.690598811] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.703175658] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538346.703345656] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538346.712506545] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.715889504] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.716489496] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538346.724006405] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.730083331] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538346.737908236] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.747778116] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.753393048] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538346.760688960] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538346.768622863] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.772441817] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538346.772144820] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538346.777321758] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538346.783950677] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.787639632] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.807525391] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.811502342] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.815186298] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.813516318] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538346.826310163] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538346.833466076] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538346.835093056] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538346.837704024] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538346.840158994] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538346.849948876] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.854811817] [coordinator]: The time of execution of above program is:8.222064018249512
trials-all-1  | [arm-1] [INFO] [1698538346.857425785] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538346.859033765] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538346.862861719] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538346.872545601] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538346.878850525] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.884555455] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.896112315] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.903115230] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.910005146] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.914619090] [robot]: not ready
