 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-08-33-891807-12273f32b1a0-1
trials-all-1  | [robot-6] [INFO] [1698541736.146807180] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541736.159189117] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541736.168408325] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541736.181742180] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.189223538] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541736.189223538] [coordinator]: The time of execution of above program is:6.2668116092681885
trials-all-1  | [arm-1] [INFO] [1698541736.202472401] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.206471057] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541736.207109003] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541736.212736519] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541736.214126400] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.217886077] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.221225791] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541736.226891304] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.239147252] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.248628438] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.256884729] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.266210928] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.270236583] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.281238638] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.284858327] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541736.291810731] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541736.300710966] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.314759760] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541736.326630741] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541736.330651396] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541736.328781556] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.332603228] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541736.348109897] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541736.354631337] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.360402842] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541736.362357674] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541736.367176260] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541736.367572226] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541736.372480805] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.385400695] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541736.390084293] [coordinator]: The time of execution of above program is:6.466888427734375
trials-all-1  | [arm-1] [INFO] [1698541736.390822230] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.402582220] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541736.403903107] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541736.408780688] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541736.417738919] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.424738318] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541736.433767543] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.437617213] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.449523190] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.454347776] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.465151849] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.472275237] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.476205900] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.479748595] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.491571580] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.495135274] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.506589291] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.514789587] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.522292943] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.530917202] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.540836351] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.548491694] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.560549658] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541736.566393157] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541736.572182660] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.579419038] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.587088380] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.596545568] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.599999271] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541736.608022583] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541736.612517197] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541736.611149314] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541736.627808884] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541736.637195078] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.641332723] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541736.642220647] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541736.645345378] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541736.649443026] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541736.651290868] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.655522504] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541736.665356660] [coordinator]: The time of execution of above program is:6.747864246368408
trials-all-1  | [arm-1] [INFO] [1698541736.677462621] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.681711256] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541736.682592180] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541736.697534898] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.701686541] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.707564037] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.711492699] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541736.725707479] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541736.731714963] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.735496638] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541736.737501466] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.740709191] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.742715019] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.749613426] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541736.756359847] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.763573228] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541736.763671220] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541736.769706701] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541736.769931682] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541736.773967336] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541736.779995818] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541736.790517915] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541736.801053010] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541736.804909679] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541736.801296989] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.816926647] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.821954216] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541736.828233677] [coordinator]: The time of execution of above program is:6.903310060501099
trials-all-1  | [coordinator-2] [INFO] [1698541736.832157340] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541736.837808855] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.844609271] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541736.855528333] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541736.857437169] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.864162592] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.868143250] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.871720943] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.865344490] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541736.869339148] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.884270866] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.891035285] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.897608720] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.910645601] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541736.912418449] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541736.926629229] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.936952343] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.940486039] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541736.945290627] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541736.953525920] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541736.960437326] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541736.966846776] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541736.970472465] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541736.979252711] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541736.983195373] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541736.986970048] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541736.985120207] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541737.000298904] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.007565281] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.012324873] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541737.016625504] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541737.020596164] [coordinator]: The time of execution of above program is:7.114990711212158
trials-all-1  | [arm-1] [INFO] [1698541737.020612163] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.024517828] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541737.041491373] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.045689014] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.049417694] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.048514772] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541737.061844629] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541737.070578881] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.075040498] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.078827174] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.088231368] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.099525400] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.104622963] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541737.107833688] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541737.111724354] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541737.114202142] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541737.128753895] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.136103265] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.141526800] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.146517372] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541737.167437580] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.175431894] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.179501546] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.191768494] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541737.198014959] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.204606394] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541737.204606394] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541737.208569055] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541737.217544285] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.230654162] [coordinator]: The time of execution of above program is:7.306915283203125
trials-all-1  | [coordinator-2] [INFO] [1698541737.234573826] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541737.238206515] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541737.231242111] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.235094781] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.238650477] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.246580797] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.249829518] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.260011646] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.264953222] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.270151777] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.272885542] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.287016331] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.291218971] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.294771667] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.298499347] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541737.293571770] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541737.301782066] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.306966622] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.313281081] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.329818663] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.331649506] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541737.338195945] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541737.340679732] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541737.353876601] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541737.358145236] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.358229228] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541737.372989963] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.379528403] [coordinator]: The time of execution of above program is:7.456525564193726
trials-all-1  | [robot-6] [INFO] [1698541737.380514319] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541737.383743042] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541737.385454895] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.387734700] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541737.395154064] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.399073728] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.402678419] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.400205631] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541737.403893315] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.408420927] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541737.422196746] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541737.428415213] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541737.431208974] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541737.433920741] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.436178548] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.451888202] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.459582542] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541737.460445468] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.466265969] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.468553773] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541737.475045217] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.478446925] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541737.481263684] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541737.482331593] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541737.486137266] [coordinator]: The time of execution of above program is:7.580638885498047
trials-all-1  | [robot-6] [INFO] [1698541737.486139266] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.500399044] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.505893573] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.512065044] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.517205604] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.522156180] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541737.528451640] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541737.529506550] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.540499607] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.553255514] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541737.555233345] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.557769127] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541737.564285569] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541737.571971910] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.574345707] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541737.576456526] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.586041704] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541737.594294997] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541737.599594543] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.605402045] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.613602342] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541737.614092300] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541737.623792469] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541737.632510722] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.636465383] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.639977082] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.635453470] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541737.639968083] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541737.650997138] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.655430758] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.667507723] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.675944000] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.680035649] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.683384362] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.694478411] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.698715048] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.694744388] [coordinator]: The time of execution of above program is:7.7383692264556885
trials-all-1  | [arm-1] [INFO] [1698541737.712806840] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.722085045] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541737.726298684] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541737.731494239] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541737.740021508] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.743860179] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.740461470] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541737.744211149] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.763778472] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.769228005] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.774435559] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.783723763] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541737.787444444] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541737.791812069] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541737.784396705] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.787975398] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.791635085] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.802430160] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541737.802493154] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541737.812911261] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541737.818472785] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541737.819162725] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541737.835427332] [coordinator]: The time of execution of above program is:7.9170191287994385
trials-all-1  | [robot-6] [INFO] [1698541737.839393992] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.853249804] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541737.854613687] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541737.858613344] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541737.865911719] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.870058364] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.873537066] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.866990627] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541737.870832297] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.894457273] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.902738563] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541737.908541066] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.917622287] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541737.921541951] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541737.917951259] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541737.922054907] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.926380537] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.933022967] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541737.942104189] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541737.953236235] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541737.949386565] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541737.965333198] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541737.975027368] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541737.975288345] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541737.979559979] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541737.998142387] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541738.005130788] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
