 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [robot-6] [INFO] [1698541602.393679585] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541602.391242589] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541602.401552573] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541602.412290557] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.416069551] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.419769545] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.413347555] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541602.417044549] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541602.420488544] [coordinator]: The time of execution of above program is:6.1365625858306885
trials-all-1  | [arm-1] [INFO] [1698541602.439705514] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.440751512] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541602.446261504] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.452810494] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.463038478] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.471056465] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.479336453] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.479533452] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541602.487956439] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.491763433] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.503728415] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.509532406] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.513736399] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541602.523285384] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.529491375] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.533292369] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541602.536845363] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541602.549624343] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.554000337] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541602.554281336] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541602.558065330] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541602.567809315] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541602.577732300] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541602.581196294] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541602.579203298] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.583171291] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.594254274] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.598178268] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541602.600275265] [coordinator]: The time of execution of above program is:6.300691366195679
trials-all-1  | [coordinator-2] [INFO] [1698541602.606757255] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541602.625162226] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541602.609455251] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.613506244] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.620257234] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.623886228] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.643812197] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.647529192] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.653763182] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.657919175] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541602.661987169] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.678890143] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.682933137] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541602.682082138] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541602.685514133] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541602.689596126] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541602.688929127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.693143121] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541602.709433095] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541602.718930081] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.722574075] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541602.721664076] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541602.726486069] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541602.735851054] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.740663047] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.745304040] [coordinator]: The time of execution of above program is:6.446779012680054
trials-all-1  | [coordinator-2] [INFO] [1698541602.749634033] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541602.753414027] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541602.748605035] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.752872028] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541602.773851995] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.793184965] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.798004958] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.793183965] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541602.800764954] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.814113933] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.818156927] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541602.817171928] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541602.820722923] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541602.825265916] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.832254905] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541602.840048893] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541602.845788884] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541602.853933871] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541602.870884845] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541602.875090838] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541602.873881840] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.877779834] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.887873819] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.888462818] [coordinator]: The time of execution of above program is:6.59462571144104
trials-all-1  | [coordinator-2] [INFO] [1698541602.892175812] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541602.894576808] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.898441802] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.909678785] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541602.914326777] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541602.924248762] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.929173754] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541602.930775752] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541602.934889746] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541602.939306739] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541602.941006736] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698541602.956963711] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541602.963147702] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541602.967096696] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541602.964702699] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541602.968862693] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.978349678] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541602.982722671] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541602.982476672] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541602.987112665] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541602.997759648] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541603.001348642] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.011464627] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.021508611] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541603.023226608] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.027707601] [coordinator]: The time of execution of above program is:6.742956638336182
trials-all-1  | [arm-1] [INFO] [1698541603.032807593] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541603.049080568] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541603.055479558] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.059808551] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.063300546] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.073707529] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.081614517] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.094251497] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.103120483] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.110973471] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.119569458] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541603.129979441] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541603.130123441] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.134084435] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.153767404] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541603.157529398] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541603.161741392] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541603.161714392] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541603.165496386] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541603.181242361] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.185313355] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541603.182208360] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541603.186617353] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541603.190804346] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541603.191628345] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.195432339] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541603.203638326] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.211639314] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541603.215548308] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.219617301] [coordinator]: The time of execution of above program is:6.935080289840698
trials-all-1  | [arm-1] [INFO] [1698541603.218868303] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.222698297] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.226346291] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.246438259] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541603.246805259] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541603.250562253] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541603.252630250] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.256383244] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541603.270099222] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541603.274382216] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.278189210] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541603.275739214] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.279565208] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541603.294841184] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541603.298760178] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541603.303506170] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541603.295399183] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.299390177] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.305581167] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.309550161] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541603.325142136] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541603.331963126] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.335860120] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.339436114] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541603.336945118] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541603.340700112] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.358557084] [coordinator]: The time of execution of above program is:7.060232162475586
trials-all-1  | [coordinator-2] [INFO] [1698541603.362601078] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541603.366224072] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541603.360579081] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.366706071] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.370528065] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541603.390100035] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541603.394252028] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.397892023] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541603.391333033] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.395273027] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541603.413020999] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541603.417059993] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541603.414614997] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.418245991] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.430741971] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541603.436731962] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541603.446075947] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.461891923] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.465711917] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.473197905] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.476778899] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.474359903] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541603.486300885] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541603.493145874] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541603.497338867] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541603.500891862] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541603.510708846] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.516189838] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541603.521312830] [coordinator]: The time of execution of above program is:7.220560789108276
trials-all-1  | [coordinator-2] [INFO] [1698541603.525577823] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541603.526791821] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541603.530031816] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541603.541084799] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.541572798] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.550670784] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.557685773] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.569277755] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.579163739] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.588483725] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541603.597251711] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541603.601449705] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541603.598567709] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.602367703] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.606034697] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.614639684] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541603.620475675] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541603.628618662] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.638104647] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.644143638] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541603.645492636] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.658353616] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541603.662067610] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541603.658407616] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.662504609] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.671650595] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541603.677559586] [coordinator]: The time of execution of above program is:7.381580591201782
trials-all-1  | [robot-6] [INFO] [1698541603.679048583] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.692529562] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.696706556] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.700248550] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541603.694160560] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541603.697941554] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541603.709207536] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.712178532] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.720528518] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.730536503] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.749906473] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.757470461] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.766518447] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.771653439] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.775436433] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541603.767367445] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541603.771115439] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541603.774991433] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541603.786072416] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541603.794721403] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541603.801078393] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541603.803827388] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541603.814004372] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541603.816917368] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.822635359] [coordinator]: The time of execution of above program is:7.5365681648254395
trials-all-1  | [coordinator-2] [INFO] [1698541603.826614353] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541603.830251347] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541603.826721353] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.830387347] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.837577336] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.841355330] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.838819334] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541603.843038327] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.863886294] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541603.869826285] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541603.881668267] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541603.882279266] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541603.887968257] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541603.892105250] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541603.893440248] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.897098243] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.903329233] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.907111227] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.908589225] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541603.920978205] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541603.922185203] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541603.935289183] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541603.940796174] [coordinator]: The time of execution of above program is:7.655174016952515
trials-all-1  | [coordinator-2] [INFO] [1698541603.944462169] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541603.933898185] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.945101168] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541603.948789162] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541603.956774149] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541603.961203142] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541603.968868130] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541603.972409125] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541603.988298100] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.000251081] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.003953076] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.007866069] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.021158048] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.016359056] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541604.022344047] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.037127023] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.040417018] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.048968005] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.060082987] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.065383979] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.069025973] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.072969967] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541604.073500966] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541604.094027934] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.102722920] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541604.108762911] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541604.109291910] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.117037898] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.122218889] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.126370883] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.131767874] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541604.142141858] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.151596843] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.156771835] [robot]: not ready
