 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [coordinator-2] [INFO] [1698542001.042173825] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542001.046697567] [coordinator]: The time of execution of above program is:6.4396138191223145
trials-all-1  | [coordinator-2] [INFO] [1698542001.051224309] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542001.055505065] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.063458612] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.069971241] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.087104266] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.091048041] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542001.089654120] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542001.098454619] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.102269402] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.113212779] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.124798119] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.128985880] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.139216298] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.143616047] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.152891519] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.158542197] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542001.167065712] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542001.171135480] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.167345696] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.171128480] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.178886038] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542001.192369271] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542001.198589916] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.207729396] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.211761166] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.217360847] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.210311249] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542001.218607776] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542001.222198572] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542001.232430989] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.238761628] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.243406364] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542001.245285257] [coordinator]: The time of execution of above program is:6.619662523269653
trials-all-1  | [coordinator-2] [INFO] [1698542001.249535015] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542001.259683437] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.265765090] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.269614871] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.272940682] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542001.276785463] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542001.285935942] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.295866376] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.301746041] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.305690817] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.316938176] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542001.347353444] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [arm-1] [INFO] [1698542001.326788615] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.333568229] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.337292017] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.341244792] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542001.328140538] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542001.340208851] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542001.348503378] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542001.354827018] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.368887217] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542001.378681660] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542001.385720259] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542001.391197947] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542001.395358710] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542001.403974219] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.414994591] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542001.418127413] [coordinator]: The time of execution of above program is:6.792822599411011
trials-all-1  | [coordinator-2] [INFO] [1698542001.423643099] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542001.427572875] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542001.427920855] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542001.433634530] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542001.454589336] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.459943031] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.458345122] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.462237901] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.465430719] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.485691565] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.489670338] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542001.489977321] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542001.494650055] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542001.498374843] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542001.495243021] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.504357502] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542001.520015610] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542001.527840165] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542001.534200802] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542001.541831368] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.546001130] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.549339940] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542001.563989106] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542001.567660897] [coordinator]: The time of execution of above program is:6.961595058441162
trials-all-1  | [robot-6] [INFO] [1698542001.566263976] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.569740778] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542001.582000080] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542001.585867860] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542001.579373230] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.583325005] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.587333776] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.594556365] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.598302152] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.609020541] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.619041970] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.630540315] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.638625855] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.647007378] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.650895156] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.662317506] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.666407273] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.674751798] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.678804567] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.686763113] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.691082867] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.694787656] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542001.700201348] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542001.705993018] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.708417880] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.714746520] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.719011277] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542001.735553335] [robot]: door closed
trials-all-1  | [environment-3] [INFO] [1698542001.722097101] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542001.731139586] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.735212354] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.738992139] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.742875918] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542001.755910175] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542001.763468745] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542001.766635564] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.771005316] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542001.782672651] [coordinator]: The time of execution of above program is:7.16215968132019
trials-all-1  | [coordinator-2] [INFO] [1698542001.786416438] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542001.790043231] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542001.786003461] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.789928238] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542001.794190995] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.797766791] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.813813878] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.819514553] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.828455044] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.839938390] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.843997159] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542001.847060984] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542001.855334513] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.859051301] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.866046903] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542001.859177294] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542001.872798518] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542001.878577189] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.882486966] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542001.885694784] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542001.888214640] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.892986368] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542001.899988970] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542001.905683645] [coordinator]: The time of execution of above program is:7.2975358963012695
trials-all-1  | [coordinator-2] [INFO] [1698542001.909844408] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542001.913387207] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542001.908221501] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.912065282] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.921585740] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.925851497] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542001.924067598] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.927547400] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542001.929358297] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542001.945801361] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542001.950571089] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542001.956823733] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542001.960759509] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542001.964250310] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542001.960150543] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542001.963843333] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542001.975079693] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542001.981366335] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542001.986164062] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542001.988544926] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542001.995781514] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542002.000577241] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542002.010129697] [coordinator]: The time of execution of above program is:7.393322706222534
trials-all-1  | [robot-6] [INFO] [1698542002.016292347] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.023802920] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542002.027284722] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542002.026068791] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.031948457] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.035810237] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.039734014] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.034988284] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.038726071] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.052815270] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.064764591] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.068484379] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.068808361] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542002.084647460] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542002.088876220] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542002.088244256] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.092391020] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.095956817] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.099909592] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542002.112555873] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542002.113571815] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542002.121303376] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542002.125543135] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.134321636] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.146640935] [coordinator]: The time of execution of above program is:7.521620035171509
trials-all-1  | [coordinator-2] [INFO] [1698542002.150212732] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542002.153301556] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542002.149156792] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.152965576] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.161572086] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.165327873] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.164849900] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.169183653] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.184196800] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.189815480] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.205366596] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.212312201] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542002.216118985] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542002.219809775] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542002.215689009] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.219608786] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.232618046] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542002.240024625] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.243798411] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542002.245375321] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542002.251024000] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542002.254779786] [coordinator]: The time of execution of above program is:7.648546934127808
trials-all-1  | [robot-6] [INFO] [1698542002.253129880] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.256509688] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.270275905] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.279093404] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.282564206] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542002.280715311] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542002.284496097] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542002.295133492] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.301658121] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.305455905] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.315230349] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.318880141] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542002.322489936] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.333960284] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.338147046] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542002.339426973] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542002.343245756] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.352224245] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.356519001] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542002.358064913] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542002.370421211] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542002.385193371] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542002.393152918] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542002.397817653] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542002.394429846] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.401555440] [coordinator]: The time of execution of above program is:7.795325517654419
trials-all-1  | [coordinator-2] [INFO] [1698542002.405207233] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542002.403211346] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.409385995] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.415461650] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542002.435790494] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542002.444756984] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.448969744] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.454206447] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.459881124] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.448249785] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.469432581] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.474162312] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542002.481000923] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.482596832] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.485752653] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.497731972] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542002.501499757] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542002.510864225] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542002.519271747] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.525361401] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.529332175] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.541120505] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.548030112] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.554457746] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.560480404] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.566510061] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.574369614] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.579822304] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542002.585554978] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.595230428] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.600578124] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.604544898] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542002.596753341] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542002.600297140] [coordinator]: The time of execution of above program is:7.994252443313599
trials-all-1  | [coordinator-2] [INFO] [1698542002.603860937] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542002.614280345] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.619609042] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.627019620] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542002.635243153] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.639388917] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.642007768] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.647805438] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.656128965] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.659114795] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.662897580] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542002.673204994] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542002.678116715] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.686119260] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.695420731] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542002.699088522] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542002.697389619] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.704424219] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.708639979] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.712228775] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.709264944] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542002.716407537] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542002.719976335] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542002.723155154] [coordinator]: The time of execution of above program is:8.1173574924469
trials-all-1  | [robot-6] [INFO] [1698542002.730585731] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.738672271] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.746928802] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542002.754296383] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542002.755397320] [arm]: not ready
